"","gene","p.val","rank"
"2228","24480",0.0071883867385085,2.14336856569189
"2229","2907707",0.00718928833437476,2.14331409817776
"2230","2848225",0.00719488186886029,2.14297633225181
"2231","2851397",0.0072063552947806,2.14228432967407
"2232","195834",0.00723640552923158,2.14047710320352
"2233","2893971",0.00724296433387832,2.1400836533659
"2234","2765982",0.00726410035683643,2.13881816447056
"2235","2136915",0.00726484098108985,2.13877388746245
"2236","2826221",0.0072722411232279,2.13833172979279
"2237","2895349",0.00727641575313573,2.13808249458185
"2238","20034",0.00727801624840491,2.13798697917233
"2239","2856351",0.00728227368492745,2.13773300328999
"2240","2851254",0.0072902960564591,2.13725483477177
"2241","2759026",0.00731428301941958,2.13582823904936
"2242","2785822",0.00732046244809365,2.13546148283349
"2243","2824462",0.00734471971458606,2.13402477288002
"2244","2784331",0.00735452674552392,2.13344526833689
"2245","2849930",0.00735764092424813,2.13326141090865
"2246","2911704",0.00737636298104704,2.13215772037267
"2247","24734",0.00738175944273465,2.13184011172708
"2248","2851973",0.00738650010357671,2.13156129174718
"2249","2983988",0.0074001483129756,2.13075957609856
"2250","2852510",0.00740946352642887,2.13021323546818
"2251","2865024",0.00742850029984518,2.12909885477808
"2252","2893362",0.00742949757796092,2.12904055454318
"2253","1883849",0.00743066546109539,2.12897229079661
"2254","2766481",0.00746005884217246,2.1272577469603
"2255","1740109",0.00746464590416146,2.12699078881184
"2256","2908455",0.00748989123236309,2.12552448904653
"2257","2836734",0.00752304748098575,2.12360619716459
"2258","2922542",0.00752684187737479,2.12338720745515
"2259","2846767",0.0075340162894545,2.12297344513454
"2260","2860503",0.00753985751338166,2.12263686125712
"2261","2759854",0.00754846095297242,2.12214158714783
"2262","1444344",0.00755160975075684,2.12196046143669
"2263","15118",0.00755611866194043,2.12170123049858
"2264","2769491",0.0075599157981328,2.12148304161651
"2265","2666720",0.00756074934373836,2.12143515956187
"2266","2906987",0.00758719019803107,2.11991902877104
"2267","2115136",0.00759226907029923,2.11962840889537
"2268","2924233",0.007598391020131,2.11927836101614
"2269","1248899",0.00760065608329752,2.11914891810634
"2270","2902925",0.0076054211230687,2.11887673343723
"2271","808572",0.00761007293815759,2.11861118074749
"2272","2851691",0.00762481288293741,2.11777080967362
"2273","2893664",0.00763633578699321,2.11711498294574
"2274","2800431",0.00766584197868075,2.11544013740286
"2275","2915541",0.00767560032925428,2.11488764718805
"2276","2895094",0.00769071574893904,2.11403323999707
"2277","2840458",0.00769477878831439,2.11380386087413
